QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-وقد فرغت من النظر في البلاغ رقم 1629 / 2007 ، المقدم إلى اللجنة المعنية بحقوق الإنسان بالنيابة عن السيد روبرت جون فاردون بموجب البروتوكول الاختياري الملحق بالعهد الدولي الخاص بالحقوق ا ـ ـ ـ ـ ـ ة والسياسية ،-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",المدنية,لمدنية,والمدنية
"-ومن الأمثلة على ذلك ، اللجنة التوجيهية المشتركة بين الأمم المتحدة والاتحاد الأوروبي ، ومحادثات موظفي الأمم المتحدة ومنظمة ح ـ ـ  شمال الأطلسي ، وآلية الحوار القطري بين الأمم المتحدة والبنك الدولي ، وبرنامج الشراكة المشترك بين الأمم المتحدة والبرنامج الإنمائي .-

- الحرف الأول [ ح ] - [ ح ـ ـ  ] - عدد الحروف 3 -",حلف,وحلف,الحلف
"-المرفق الحادي عشر قائمة بمدارس الدولة الخاصة ( عدد ا ـ ـ ـ ـ ـ س والصفوف والتلاميذ )-

- الحرف الأول [ ا ] - الحرف الأخير [ س ] - [ ا ـ ـ ـ ـ ـ س ] - عدد الحروف 7 -",المدارس,والمدارس,كالمدارس
"-`٣` إعداد ب ـ ـ ـ ـ ت خطية بالنيابة عن الأمين العام في الطعون المرفوعة الى مجلس الطعون المشترك ، وتجميع المعلومات الإضافية التي قد يطلبها المجلس من أجل النظر في حالات خاصة ، والحضور الشخصي في الجلسات التي يحددها المجلس ؛-

- الحرف الأول [ ب ] - الحرف الأخير [ ت ] - [ ب ـ ـ ـ ـ ت ] - عدد الحروف 6 -",بيانات,كبيانات,بياناتك
"-يقرر أن يمدد . . . الوجود المتعدد الأبعاد في [ البلدان المتأثرة ] الذي يهدف إلى المساعدة على تهيئة الظروف الأمنية الملائمة لعودة اللاجئين والمشردين الطوعية والآمنة والمستدامة ، ويشمل ذلك المساهمة في حماية اللاجئين والمشردين والمدنيين المعرضين للخطر وتيسير توفير المساعدة ا ـ ـ ـ ـ ـ ـ ـ ة في [ المنطقة المتأثرة ] وتهيئة الظروف الملائمة لتعمير تلك المناطق وتنميتها اقتصاديا واجتماعيا .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 9 -",الإنسانية,والإنسانية,لإنسانية
"-13 - وستشمل منهجية التقييم النهج النوعية والكمية ، بما في ذلك عمليات استعراض الكتابات ، ووثائق المشاريع والبرامج ، والمقابلات شبه المنظمة مع ممثلي أمانة المرفق ، والوكالات المنفذة / الوكالات المشرفة على التنفيذ وأصحاب المصلحة والمستفيدين داخل البلد ، والدراسات الميدانية دون الإقليمية ، وغيرها من النهج ، مثل الدراسات ا ـ ـ ـ ـ ـ ـ ـ ـ ـ ة بالاستبيانات عند الاقتضاء .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 11 -",الاستقصائية,استقصائية,الاستقصائي
"-٢ - متابعة التوصيات التي اعتمدها المؤتمر في دورته الثامنة : سياسات تنمية الموارد البشرية ، مع اشارة خاصة الى أنشطة التعاون ا ـ ـ ـ ـ ي في ميدان التجارة والتنمية .-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ي ] - عدد الحروف 6 -",التقني,والتقني,التقنى
"-وإذ تؤكد من جديد ضرورة احترام حقوق الانسان والحريات الأساسية وكرامة الانسان في ظل ظروف التقدم ا ـ ـ ـ ـ ي والتكنولوجي ،-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ي ] - عدد الحروف 6 -",العلمي,لعلمي,والعلمي
"-وافق الاجتماع السادس والثلاثون للجنة التنفيذ بموجب إجراء عدم الامتثال لبروتوكول مونتريال على استخدام التوصيات الموحدة الواردة في هذه الوثيقة الأولية كأساس لاعتماد التوصيات المستقبلية لتناول المسائل الإجرائية الروتينية الخاصة ب ـ ـ ـ  الامتثال .-

- الحرف الأول [ ب ] - [ ب ـ ـ ـ  ] - عدد الحروف 4 -",بعدم,وعدم,وبعدم
"-101 - وأفاد ممثلا الهند وجمهورية إيران الإسلامية بأن بلديهما استكملا التخلص ا ـ ـ ـ ـ ـ ـ ي من أجهزة الاستنشاق بالجرعات المقننة المستخدمة لمركبات الكربون الكلورية فلورية ، ومن ثم فإنهما يسحبان تعييناتهما لإعفاءات الاستخدامات الضرورية لعام 2011 .-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ـ ـ ي ] - عدد الحروف 8 -",التدريجي,والتدريجي,التدريجية
