QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-٤ - ويتضمن الفرع الثاني من هذا التقرير م ـ ـ ـ ا مختصرا للسمات الأساسية للحالة الاقتصادية في افريقيا ، بما في ذلك مناقشة العوامل الرئيسية التي يعزى إليها ضعف الأداء الاقتصادي .-

- الحرف الأول [ م ] - الحرف الأخير [ ا ] - [ م ـ ـ ـ ا ] - عدد الحروف 5 -",موجزا,موجزه,موجز
"-15 - يعد بناء القدرات في سياق تعزيز تنفيذ المادة 4 - 5 من الاتفاقية عملية تسعى إلى بناء وتطوير وتدعيم وتعزيز وتحسين المهارات العلمية والتقنية وكذلك القدرات والمؤسسات التي تملكها أطراف غير البلدان المتقدمة الأطراف وسائر البلدان المتقدمة الأطراف غير المدرجة في المرفق الثاني ، ولا سيما البلدان ا ـ ـ ـ ـ ـ ة الأطراف لتمكينها من تقييم التكنولوجيات السليمة بيئيا وتطويعها وإدارتها وتطويرها .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",النامية,والنامية,النامي
"-72 - للحصول على معلومات في هذا الشأن ، أنظر الفرع رابعا - زاي - 2 من ا ـ ـ ـ ـ ـ ئ التوجيهية التقنية العامة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ئ ] - [ ا ـ ـ ـ ـ ـ ئ ] - عدد الحروف 7 -",المبادئ,والمبادئ,المباديء
"-80 - وأقر بالدور الحاسم الذي يضطلع به الاتحاد الأفريقي والهيئة ا ـ ـ ـ ـ ـ ـ ة الدولية المعنية بالتنمية في دعم عملية السلام في الصومال .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 8 -",الحكومية,والحكومية,للحكومية
"-77 - وينبغي للدول ا ـ ـ ـ ـ ـ ف في معاهدة عدم الانتشار أن تسعى لتعزيز نزع السلاح في جميع الدول دونما استثناء .-

- الحرف الأول [ ا ] - الحرف الأخير [ ف ] - [ ا ـ ـ ـ ـ ـ ف ] - عدد الحروف 7 -",الأطراف,والأطراف,لأطراف
"-وعليه ، فإن فكرة الحط من المهمة الرئيسية المتمثلة في ترسيم ا ـ ـ ـ ـ د الفعلي بأن يعهد بها إلى الطرفين ، خلافا لاتفاق الجزائر الذي ينص صراحة على أن تنفيذ قرار لجنة ا ـ ـ ـ ـ د النهائي والملزم هو من مهمة لجنة ا ـ ـ ـ ـ د ، فكرة لا يمكن لإريتريا قبولها لاعتبارات تتعلق بالمبادئ القانونية ولأنها لن تؤدي إلا لمزيد من التأخيرات والتقيدات .-

- الحرف الأول [ ا ] - الحرف الأخير [ د ] - [ ا ـ ـ ـ ـ د ] - عدد الحروف 6 -",الحدود,الحدودى,فالحدود
"-9 - وهذه الجملة مماثلة للنص المستخدم في العهد الدولي الخاص بالحقوق الاقتصادية والاجتماعية والثقافية وتتفق لجنة حقوق الطفل تماما مع لجنة الحقوق الاقتصادية والاجتماعية والثقافية للتأكيد على أنه "" حتى عندما يثبت أن الموارد المتاحة غير كافية ، تظل الدولة الطرف ملتزمة بالسعي لضمان التمتع ، على أ ـ ـ ـ  نطاق ممكن ، بالحقوق ذات الصلة في ظل الظروف السائدة . . . "" ( ) .-

- الحرف الأول [ أ ] - [ أ ـ ـ ـ  ] - عدد الحروف 4 -",أوسع,بأوسع,وأوسع
"-وفيما يتعلق بالتكاليف الإضافية ، تؤكد وزارة الصحة على أن هذه التكاليف ترمي إلى تغطية ز ـ ـ ـ ة التكاليف في الفترة ما بعد التحرير .-

- الحرف الأول [ ز ] - الحرف الأخير [ ة ] - [ ز ـ ـ ـ ة ] - عدد الحروف 5 -",زيادة,وزيادة,كزيادة
"-وتحيط اللجنة علما بوجه خاص بغياب معلومات عن السن الدنيا للمسؤولية ا ـ ـ ـ ـ ـ ـ ة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 8 -",الجنائية,والجنائية,الجنائي
"-ورحب المشاركون بالمبادئ التوجيهية بوصفها بيانا مفيدا بقواعد القانون الدولي فيما يتصل بالمشردين د ـ ـ ـ ـ ا ، فضلا عن كونها أداة إرشادية يسيرة الفهم في الحالات التي يكتنفها الغموض في القانون الدولي الحالي .-

- الحرف الأول [ د ] - الحرف الأخير [ ا ] - [ د ـ ـ ـ ـ ا ] - عدد الحروف 6 -",داخليا,وداخليا,وخارجيا
"-ولا يزال لبنان يفتقر إلى لجنة و ـ ـ ـ ة مستقلة لحقوق الإنسان يمكن أن توكل إليها ولاية رصد شاملة .-

- الحرف الأول [ و ] - الحرف الأخير [ ة ] - [ و ـ ـ ـ ة ] - عدد الحروف 5 -",وطنية,وطنيةونظم,ووطنية
"-بعثة الأمم المتحدة في جمهورية أفريقيا الوسطى و ـ ـ ـ د بعثة الأمم المتحدة للاستفتاء في الصحراء الغربية بعثة الأمم المتحدة لتحقيق الاستقرار في هايتي بعثة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية-

- الحرف الأول [ و ] - الحرف الأخير [ د ] - [ و ـ ـ ـ د ] - عدد الحروف 5 -",وتشاد,تشاد,ريتشاد
