QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-38 - وقدم صندوق الأمم المتحدة لبناء السلام التمويل ، عبر صندوق الأمم المتحدة للسلام في نيبال ، لدعم جميع م ـ ـ ـ ل عملية تسريح أفراد الجيش الماوي غير المؤهلين الذين ثبت أنهم قصر ومجندون حديثو العهد .-

- الحرف الأول [ م ] - الحرف الأخير [ ل ] - [ م ـ ـ ـ ل ] - عدد الحروف 5 -",مراحل,المراحل,مراحله
"-12 - وأبلغت اللجنة الاستشارية بأن معدل شغل الوظائف في البعثة ل ـ ـ ـ ـ ة من 1 تموز / يوليه 2010 إلى 30 حزيران / يونيه 2011 كان ، حسب الوضع في 31 كانون الثاني / يناير 2011 ، على النحو التالي :-

- الحرف الأول [ ل ] - الحرف الأخير [ ة ] - [ ل ـ ـ ـ ـ ة ] - عدد الحروف 6 -",للفترة,وللفترة,للفترات
"-وقامت عملية الأمم المتحدة بإشراك السلطات الإيفوراية على أعلى ا ـ ـ ـ ـ ـ ـ ـ ت ، بما في ذلك الرئيس غباغبو ورئيس الوزراء باني والجنرال مانغو ، للمساعدة في تيسير إعادة نشر عناصر الأمم المتحدة في الوقت الملائم وبسلاسة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ت ] - [ ا ـ ـ ـ ـ ـ ـ ـ ت ] - عدد الحروف 9 -",المستويات,والمستويات,للمستويات
"-و ـ ـ ـ ص الفريق إلى أن صاحب المطالبة لم يثبت أن عدم الدفع جاء نتيجة مباشرة لغزو العراق واحتلاله للكويت ، لا نتيجة لوجود خلافات على العقد وقراره الشخصي بعدم اللجوء إلى سبل الانتصاف التي ينص عليها العقد .-

- الحرف الأول [ و ] - الحرف الأخير [ ص ] - [ و ـ ـ ـ ص ] - عدد الحروف 5 -",ويخلص,ويخلصها,يخلص
"-اقترح وضع خ ـ ـ ـ ة طريق أو معايير واضحة لمساعدة البلدان التي تستهلك كميات متوسطة ومنخفضة على المشاركة في سوق الكربون الاختيارية وسائر أطر العمل الدولية ، مع الأخذ في الاعتبار ظروفها الخاصة .-

- الحرف الأول [ خ ] - الحرف الأخير [ ة ] - [ خ ـ ـ ـ ة ] - عدد الحروف 5 -",خارطة,وخارطة,لخارطة
"-وعلى الرغم من مناقشة المسائل المالية والتمويل الإنمائي في محافل كثيرة ، فإن تمويل ا ـ ـ ـ ـ ـ ـ ع الصغيرة والمتوسطة والتمويل الإلكتروني لا يحظى بمناقشة واسعة النطاق .-

- الحرف الأول [ ا ] - الحرف الأخير [ ع ] - [ ا ـ ـ ـ ـ ـ ـ ع ] - عدد الحروف 8 -",المشاريع,والمشاريع,مشاريع
"-وبالإضافة إلى ذلك ، فإن مفوضية الأمم المتحدة لشؤون اللاجئين ما زالت تشجع إعادة ا ـ ـ ـ ـ ـ ن الطوعي للاجئين الليبريين من المناطق الفرعية .-

- الحرف الأول [ ا ] - الحرف الأخير [ ن ] - [ ا ـ ـ ـ ـ ـ ن ] - عدد الحروف 7 -",التوطين,والتوطين,للتوطين
"-وقد وافقت الهيئة الفرعية المذكورة ، في دورتها الثانية والعشرين ( ) ، على الاختصاصات المرشدة لفريق ا ـ ـ ـ ـ ـ ء المعني بنقل التكنولوجيا في اضطلاعه بهذا العمل كما وافقت على أن حصيلة هذا العمل من شأنها أن توفر مساهمات في الاستعراض الذي يجريه مؤتمر الأطراف في دورته الثانية عشرة ( تشرين الثاني / نوفمبر 2006 ) وفقا للمقرر 4 / م أ - 7 ويتناول عمل فريق ا ـ ـ ـ ـ ـ ء المعني بنقل التكنولوجيا .-

- الحرف الأول [ ا ] - الحرف الأخير [ ء ] - [ ا ـ ـ ـ ـ ـ ء ] - عدد الحروف 7 -",الخبراء,والخبراء,لخبراء
"-غير أن هناك مبررا للنظر في تعزيز التعاون بين الوزارات والمؤسسات المختصة المشاركة في مكافحة ا ـ ـ ـ ـ ـ ب الدولي في إطار هيكل أكثر اتساما بالطابع الرسمي .-

- الحرف الأول [ ا ] - الحرف الأخير [ ب ] - [ ا ـ ـ ـ ـ ـ ب ] - عدد الحروف 7 -",الإرهاب,فالإرهاب,الإرهابى
"-( ج ) أن المقرر الخاص قد عجز عن تكوين رأي مستقل بخصوص مسائل ت ـ ـ ـ ق بالهيئة القضائية وبالمحامين في ماليزيا وأبدى تجاهلا تاما لكلمة "" نزيه "" ؛-

- الحرف الأول [ ت ] - الحرف الأخير [ ق ] - [ ت ـ ـ ـ ق ] - عدد الحروف 5 -",تتعلق,المتعلقة,لاتتعلق
"-كما يجب تقديم الدعم لاستراتيجية مالية شاملة لإعادة توجيه ا ـ ـ ـ ـ ـ ل المقدم من المؤسسات المالية الدولية وصناديقها نحو التنمية المستدامة ، ولاسيما مصادر الطاقة المستدامة والمصادر المتجددة وكفاءة الطاقة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ل ] - [ ا ـ ـ ـ ـ ـ ل ] - عدد الحروف 7 -",التمويل,التمويلي,والتمويل
"-وجعل الإنصاف في توزيع الموارد وقابلية الحصول على الخدمات ع ـ ـ ـ ا هاما من عناصر السياسة الوطنية ، وتخطيط السياسات والاستراتيجيات من أجل ضمان الاستفادة الواسعة من مزايا التنمية .-

- الحرف الأول [ ع ] - الحرف الأخير [ ا ] - [ ع ـ ـ ـ ا ] - عدد الحروف 5 -",عنصرا,وعنصرا,عناصرا
"-105 - سيعزز العنصر المعني بحماية المدنيين في بعثة الأمم المتحدة الموسعة في السودان العديد من المهام التي تقوم بها البعثة بالفعل في دارفور ، بطرق منها على وجه الخصوص تنسيق ودعم الجهات التي تتولى حماية المدنيين بهدف ض ـ ـ ـ  اتباع إجراءات وقائية وسريعة الاستجابة تكون متضافرة وشاملة .-

- الحرف الأول [ ض ] - [ ض ـ ـ ـ  ] - عدد الحروف 4 -",ضمان,وضمان,لضمان
"-لذلك تدعو البلدان الصغيرة الخمسة جميع الدول الأعضاء إلى التأمل في التحسينات الممكنة أثناء ا ـ ـ ـ ـ ة الخامسة والستين هذه للجمعية العامة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ة ] - عدد الحروف 6 -",الدورة,والدورة,بالدورة
"-إس . إليس الثالث ، فرانكلين ، المتحدر من كيرنيسفيل ، ولاية ويست فيرجينيا ، في 20 كانون الثاني / يناير 2006 ، في ثلاث تهم جنائية هي : التآمر لنقل م ـ ـ ـ ـ ـ ت تتعلق بالدفاع الوطني إلى أشخاص غير مخولين بالحصول عليها ؛ التآمر لنقل م ـ ـ ـ ـ ـ ت سرية إلى ممثل حكومة أجنبية ؛ والاحتفاظ غير المشروع بمعلومات تتعلق بالدفاع الوطني .-

- الحرف الأول [ م ] - الحرف الأخير [ ت ] - [ م ـ ـ ـ ـ ـ ت ] - عدد الحروف 7 -",معلومات,معلوماتى,كمعلومات
"-وهذا الحكم لا يحتاج إلى مطالبة الأطراف بحظر أو تقييد تعدين الذهب الحرفي والضيق النطاق في أراضيها ، ولكنه يطلب منها اتخاذ خطوات لمنع الانحراف باستخدام أي زئبق مصدر أو مستورد بصورة مباحة بموجب أ ـ ـ ـ م أخرى من الاتفاقية في تعدين الذهب الحرفي والضيق النطاق .-

- الحرف الأول [ أ ] - الحرف الأخير [ م ] - [ أ ـ ـ ـ م ] - عدد الحروف 5 -",أحكام,وأحكام,أحكامها
"-3 - تطلب إلى الأمين العام أن يتيح للجمعية العامة التقرير الذي طلبه المجلس الاقتصادي والاجتماعي لكي ينظر فيه في دورته الموضوعية لعام 2002 بشأن ت ـ ـ ـ ذ قرار المجلس 2001 / 21 .-

- الحرف الأول [ ت ] - الحرف الأخير [ ذ ] - [ ت ـ ـ ـ ذ ] - عدد الحروف 5 -",تنفيذ,كتنفيذ,فتنفيذ
"-وقدمت اللجنة عرضا محددا عن صون البيانات والمفقودين في أيلول / سبتمبر 2005 خلال د ـ ـ ـ  تدريبية لفائدة الدبلوماسيين والعاملين في المنظمات غير الحكومية عقدت في المركز الجامعي للقانون الإنساني الدولي في جنيف .-

- الحرف الأول [ د ] - [ د ـ ـ ـ  ] - عدد الحروف 4 -",دورة,ودورة,فدورة
"-ويتصل النمو المقترح بالاحتياجات الجديدة المتعلقة بخدمة لجنة البرنامج والتنسيق والاحتياجات الاضافية المتعلقة بخدمة الاجتماعات التي تعقدها اللجنة الخامسة طوال السنة لمعالجة م ـ ـ ـ ة تمويل عمليات حفظ السلم والمسائل الأخرى التي تجد خارج نطاق الدورة العادية للجمعية العامة .-

- الحرف الأول [ م ] - الحرف الأخير [ ة ] - [ م ـ ـ ـ ة ] - عدد الحروف 5 -",مسألة,فمسألة,لمسألة
"-وترى اللجنة الفرعية واللجنة أن هذه الاجتماعات الإقليمية مفيدة ل ـ ـ ـ ـ ة في تيسير التنسيق الإقليمي ودون الإقليمي بين الوكالات الوطنية العاملة في مجال تدابير مكافحة الاتجار بالمخدرات .-

- الحرف الأول [ ل ] - الحرف الأخير [ ة ] - [ ل ـ ـ ـ ـ ة ] - عدد الحروف 6 -",للغاية,جدا,نسبيا
