QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-ويقدم ا ـ ـ ـ ـ ل التالي عرضا عاما للتطورات حتى عام 2000 ، حين أعلن الاتحاد الأوروبي عزمه على جعل المعايير الدولية للإبلاغ المالي إلزامية لجميع الشركات المسجلة التي تعد بيانات مالية موحدة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ل ] - [ ا ـ ـ ـ ـ ل ] - عدد الحروف 6 -",الجدول,والجدول,بالجدول
"-54 - وأشارت ب ـ ـ ـ  التقييم التقني أيضا إلى أن الكفاءة المهنية للقوات المسلحة والشرطة الوطنية شرط أساسي لحماية المدنيين ، ضمانا لعدم ارتكاب القوات الأمنية انتهاكات لحقوق الإنسان ، وتوافر القدرة لديها على منع تلك الانتهاكات والتصدي لها .-

- الحرف الأول [ ب ] - [ ب ـ ـ ـ  ] - عدد الحروف 4 -",بعثة,وبعثة,كبعثة
"-وقدمت الحكومة أيضا منحا لعدد من المنظمات غير الحكومية التي تقدم خ ـ ـ ـ ت في هذا الصدد .-

- الحرف الأول [ خ ] - الحرف الأخير [ ت ] - [ خ ـ ـ ـ ت ] - عدد الحروف 5 -",خدمات,وخدمات,كخدمات
"-354 - غير أن الفريق يرى أن الميزانية المقدرة المقدمة من الأردن للمكون الثاني من المشروع تتجاوز ما يلزم لإجراء استعراض للوثائق المتاحة المتعلقة بالتغيرات الحاصلة في نوعية وكمية المياه في ا ـ ـ ـ ـ ـ ي الرطبة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ـ ي ] - عدد الحروف 7 -",الأراضي,الأراض,ألأراضي
"-وسجلت التبرعات المقدمة من المفوضية الأوروبية في عام 2005 زيادة ك ـ ـ ـ ة ، حيث ارتفعت بمقدار أربعة أضعاف بالمقارنة مع السنة السابقة وبلغت نحو 2 . 9 مليون دولار .-

- الحرف الأول [ ك ] - الحرف الأخير [ ة ] - [ ك ـ ـ ـ ة ] - عدد الحروف 5 -",كبيرة,هائلة,ضخمة
"-: : تقديم المشورة والمساعدة التقنية إلى أكاديمية ا ـ ـ ـ ـ ة لتدريب 200 1 طالب في ا ـ ـ ـ ـ ة الوطنية في مجال حقوق الطفل وحمايته-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ة ] - عدد الحروف 6 -",الشرطة,والشرطة,فالشرطة
"-ه - 1 حث الدول التي لم تفعل ذلك بعد على أن تصنف في تشريعاتها الوطنية الأعمال الإرهابية ضمن ا ـ ـ ـ ـ ـ م المرتكبة ضد الإنسانية وأن تعتمد تشريعات حديثة لمكافحة الإرهاب تتمشى مع حماية حقوق الإنسان .-

- الحرف الأول [ ا ] - الحرف الأخير [ م ] - [ ا ـ ـ ـ ـ ـ م ] - عدد الحروف 7 -",الجرائم,جرائم,والجرائم
"-إن المسائل التي تناولها التقرير تتعلق ببنود رئيسية متعددة معروضة أمام الدورة الحالية ل ـ ـ ـ ـ ـ ة العامة .-

- الحرف الأول [ ل ] - الحرف الأخير [ ة ] - [ ل ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",للجمعية,وللجمعية,لجمعية
"-وبالإضافة إلى ذلك ، يخطط قسم مراقبة التحركات لاستخدام تشكيل أمثل من طائرات الأمم المتحدة ا ـ ـ ـ ـ ـ ـ ـ ـ ـ ـ ة ، والطائرات المستأجرة لأجل قصير ، والقدرة المتاحة لبرنامج الأغذية العالمي ، وطائرات الركاب العريضة المشغلة لأجل طويل ، من أجل تنفيذ العمليات ا ـ ـ ـ ـ ـ ـ ـ ـ ـ ـ ة المتعلقة بالنقل الجوي وتناوب القوات وتحقيق مكاسب ناتجة عن زيادة الكفاءة في الإنفاق العام .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 12 -",الاستراتيجية,والاستراتيجية,لاستراتيجية
"-) أ ( وثائق الهيئات التداولية : ٢٠ تقريرا تقدم الى الفريق العامل المعني بتيسير اجراءات التجارة الدولية بشأن تطوير منشور "" الأمم المتحدة التبادل الالكتروني للبيانات في مجالات الإدارة والتجارة والنقل "" ) ٤ ( ؛ وتبسيط ومواءمة اجراءات التجارة الدولية ) ٤ ( ؛ واستكمال وتعزيز وتنفيذ ا ـ ـ ـ ـ ـ ـ ت المتعلقة بتيسير التجارة ) ٤ ( ؛ والجوانب القانونية والتجارية لتيسير التجارة ) ٤ ( ؛ والتعاون الاقليمي والدولي ) ٤ ( ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ت ] - [ ا ـ ـ ـ ـ ـ ـ ت ] - عدد الحروف 8 -",التوصيات,والتوصيات,بالتوصيات
"-فعلى ا ـ ـ ـ ـ د الوطني ، تعني عملية انجاز هذه الأهداف الثلاثة تصحيح الاختلالات المرتبطة بنظام اقتصادي دولي غير رشيد ، وإزالة الفوارق المتزايدة بين بلدان الشمال الثرية وبلدان الجنوب المعوزة .-

- الحرف الأول [ ا ] - الحرف الأخير [ د ] - [ ا ـ ـ ـ ـ د ] - عدد الحروف 6 -",الصعيد,والصعيد,لصعيد
"-١٢٩ - تلزم معدات تردد عال جدا لتوفير وسائل الاتصال الثابتة والمتنقلة والمحمولة للمراقبين العسكريين ومراقبي الشرطة المدنيين وخدمات الهندسة المدنية ووحدات ا ـ ـ ـ ـ ن المدنية والدعم الإداري في منطقة العمليات .-

- الحرف الأول [ ا ] - الحرف الأخير [ ن ] - [ ا ـ ـ ـ ـ ن ] - عدد الحروف 6 -",الشؤون,والشؤون,الشؤوون
"-22 - وفرت خطة ب ـ ـ ـ  الاستراتيجية قوة دفع لليونيب لزيادة إسهاماته في جماعة الأمم المتحدة الإنمائية .-

- الحرف الأول [ ب ] - [ ب ـ ـ ـ  ] - عدد الحروف 4 -",بالي,ببالي,كبالي
"-17 - دور المعاهدة في تعزيز عدم انتشار الأسلحة النووية ودور نزع السلاح النووي في تعزيز السلام والأمن ا ـ ـ ـ ـ ـ ـ ن ، والتدابير الرامية إلى تعزيز تنفيذ المعاهدة وتحقيق عالميتها .-

- الحرف الأول [ ا ] - الحرف الأخير [ ن ] - [ ا ـ ـ ـ ـ ـ ـ ن ] - عدد الحروف 8 -",الدوليين,والدوليين,دوليين
"-٦٦ - وفيما يتعلق بالإجراءات والسياسات الفعالة للمراكز من ناحية عامة ، قالت وفود عدة إن المراكز يجب أن تؤدي دورا أكبر فيما يتعلق بالتغذية الاسترجاعية لمساعدة الأمم المتحدة في جهودها من أجل الدبلوماسية ا ـ ـ ـ ـ ـ ـ ة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 8 -",الوقائية,والوقائية,وقائية
"-وبموجب المادة السادسة من معاهدة عدم انتشار الأسلحة النووية ، تلزم الدول الحائزة للأسلحة النووية ، إلى جانب سائر الدول الأطراف في المعاهدة ، بمواصلة إ ـ ـ ـ ء المفاوضات بهدف التوصل إلى نزع السلاح النووي .-

- الحرف الأول [ إ ] - الحرف الأخير [ ء ] - [ إ ـ ـ ـ ء ] - عدد الحروف 5 -",إجراء,اجراء,إجراءه
"-وقال إن اللجنة الخاصة تستطيع أن تقوم بدور م ـ ـ ـ ي وهو النظر في ميثاق الأمم المتحدة والتأكد من مواكبته للمعطيات الدولية ، فقد أزف الوقت لكي تقوم اللجنة الخاصة بهذه المهمة ، بهدف تحديد إطار التحرك في اتجاه إحداث التطوير المطلوب .-

- الحرف الأول [ م ] - الحرف الأخير [ ي ] - [ م ـ ـ ـ ي ] - عدد الحروف 5 -",محوري,ومحوري,المحوري
"-وأشير إلى وجود إجراءات في إ ـ ـ ـ  الاتفاقية لتجنب مثل هذا التضارب في المصالح .-

- الحرف الأول [ إ ] - [ إ ـ ـ ـ  ] - عدد الحروف 4 -",إطار,اطار,الإطار
"-وتلاحظ اللجنة أيضا ادعاء صاحب البلاغ بأن احتجازه ب ـ ـ ـ ـ ى قانون الجرائم الجنسية الخطيرة ينزل به عقابا مزدوجا دون إسناد ذنب جنائي .-

- الحرف الأول [ ب ] - الحرف الأخير [ ى ] - [ ب ـ ـ ـ ـ ى ] - عدد الحروف 6 -",بمقتضى,وبمقتضى,بمقتضي
"-( ج ) التنسيق مع مقر الأمم المتحدة بشأن جميع المسائل ا ـ ـ ـ ـ ـ ـ ة بمشروع مركز المراقبة المتكاملة للنقل والتحركات ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 8 -",المتعلقة,والمتعلقة,ومتعلقة
