QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-ونحن نعتقد أنه قد حان وقت إنشاء آلية للضمانات الدولية فيما يتصل بالبلدان الحائزة للأسلحة النووية ، ويمكن لهذه الآلية أن تتخذ هيئة لجنة تابعة لمجلس الأمن ، وتستطيع هذه اللجنة نشر تقرير سنوي عن تنفيذ بلدان النادي النووي للواجبات الناشئة بموجب ا ـ ـ ـ ـ ـ ـ ة - على غرار التقرير السنوي الذي تصدره الوكالة عن تنفيذ نظام الضمانات .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 8 -",المعاهدة,والمعاهدة,كمعاهدة
"-الرئيس ) ترجمة شفوية عن الانكليزية ( : هل لي أن أعتبر أنه مع أخذ المقررات التي اعتمدت توا بعين الاعتبار ، فإن الجمعية العامة توافق على أن تخصص للجنة الأولى البنود المقترحة في الفقرة ٤٩ من ت ـ ـ ـ ر المكتب ؟-

- الحرف الأول [ ت ] - الحرف الأخير [ ر ] - [ ت ـ ـ ـ ر ] - عدد الحروف 5 -",تقرير,كتقرير,تقريرة
"-ومن المؤكد بالتالي أن الجيل الثاني من عمليات حفظ السلام لن تكون له أبعاد عسكرية فقط ، وإنما ستكون له أيضا أبعاد سياسية و ـ ـ ـ ـ ـ ـ ـ ة واجتماعية وإنسانية وبيئية ، وهذه جميعا تستدعي وجود منهج موحد متكامل .-

- الحرف الأول [ و ] - الحرف الأخير [ ة ] - [ و ـ ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 9 -",واقتصادية,اقتصادية,وإقتصادية
"-50 - إن متانة الروابط القائمة ما بين الشركات عبر الوطنية والمشاريع الصغيرة والمتوسطة الحجم وقدرة البلدان والشركات على استغلال هذه الروابط لأغراض تحسين المستوى التكنولوجي يعتمدان على عوامل عديدة منها على سبيل المثال الاستراتيجية التي تتوخاها الشركات عبر الوطنية والممكن أن تفضي بدرجة أكبر أو أقل إلى تطوير ا ـ ـ ـ ـ ـ ـ ع الصغيرة والمتوسطة الحجم ، ووجود وكفاءة جملة من السياسات العامة الداعمة لاجتذاب الاستثمار الأجنبي المباشر ، وتيسير بناء الروابط ونقل التكنولوجيا .-

- الحرف الأول [ ا ] - الحرف الأخير [ ع ] - [ ا ـ ـ ـ ـ ـ ـ ع ] - عدد الحروف 8 -",المشاريع,والمشاريع,مشاريع
"-التعاون مع السلطات المحلية وغيرها من شركاء جدول أعمال الموئل ، بما في ذلك مشروع المبادئ ا ـ ـ ـ ـ ـ ـ ـ ة بشأن تطبيق اللامركزية وتقوية السلطات المحلية-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 9 -",التوجيهية,والتوجيهية,توجيهية
"-وكررت الهيئة الفرعية للتنفيذ الطلب الذي وجهه م ـ ـ ـ ر الأطراف العامل بوصفه اجتماع الأطراف في بروتوكول كيوتو إلى الجهة التي تتولى إدارة سجل المعاملات الدولي لكي تيسر القيام بعملية تفاعلية فيما يتصل بتشغيل سجل المعاملات الدولي وفقا للفقرة 7 من المقرر 12 / م أإ - 1 .-

- الحرف الأول [ م ] - الحرف الأخير [ ر ] - [ م ـ ـ ـ ر ] - عدد الحروف 5 -",مؤتمر,لامؤتمر,ومؤتمر
"-الخدمات الاستشارية : سيتم الاضطلاع ببعثات تتعلق بتعزيز قدرة فرادى البلدان على وضع السياسات ا ـ ـ ـ ـ ـ ة المناسبة في مجال التكيف الهيكلي من أجل الانتقال الى نزع السلاح ، بما في ذلك اعادة تدريب الأفراد العسكريين السابقين ؛ وتقييم برامج التحويل الجارية فيما يتعلق بالجوانب ذات الصلة بالتجارة والتنمية وتحسين صياغة البرامج المقبلة ؛ وتقييم برامج التعاون التقني .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",الوطنية,لوطنية,بالوطنية
"-22 - يؤكد من جديد على التزام جميع الأطراف بتنفيذ قواعد ومبادئ القانون الإنساني الدولي تنفيذا تاما ، لا سيما المتعلقة منها بحماية العاملين في مجال تقديم المساعدة الإنسانية ، و ـ ـ ـ ب كذلك إلى جميع الأطراف المعنية تيسير وصول العاملين في مجال تقديم المساعدة الإنسانية فورا وبكل حرية ودونما عائق إلى جميع المحتاجين إلى المساعدة ، وفقا للقانون الدولي الساري ؛-

- الحرف الأول [ و ] - الحرف الأخير [ ب ] - [ و ـ ـ ـ ب ] - عدد الحروف 5 -",ويطلب,ويطلبه,ويطلبها
"-( أ ) سلسلة من الأنشطة المبدئية وضع التخطيط لها لفترة 2006 - 2007 لدعم الأنشطة ا ـ ـ ـ ـ ـ ـ ة للنهج الاستراتيجي ، وهي تبدأ بمنتدى بشأن الاتجار غير المشروع في المواد الكيميائية الخطرة مقرر عقده في الجمهورية التشيكية في تشرين الثاني / نوفمبر 2006 بدعم مالي من حكومة ألمانيا ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 8 -",الرئيسية,والرئيسية,الرئيسة
"-ويتوقع أن تكون الأرصدة ا ـ ـ ـ ـ ـ ة موجبة في نهاية عام 2011 ، رغم أن عددا من عمليات حفظ السلام يظل متأثرا بالنقص في النقد .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",النقدية,والنقدية,النقديه
"-ممثلون عن باقي شرائح المجتمع ، بما في ذلك ممثلو الشباب والمجموعات النسائية والمجموعات العاملة في ص ـ ـ  الطفل والمجموعات الأصلية : لضمان مراعاة مصالح هذه الشرائح .-

- الحرف الأول [ ص ] - [ ص ـ ـ  ] - عدد الحروف 3 -",صحة,وصحة,صحتها
"-وظل يشكل تكملة أساسية لمنظمة التجارة العالمية وينبغي له أن يواصل تعزيز مساعدته التقنية وعمله في م ـ ـ ـ  بناء القدرات .-

- الحرف الأول [ م ] - [ م ـ ـ ـ  ] - عدد الحروف 4 -",مجال,بمجال,فمجال
"-وترد م ـ ـ ـ ـ ـ ت حديثة العهد عن أنشطة هذه الدائرة في حولية نيوزيلندا الرسمية لعام 1998 ( المرفقة بقائمة المراجع والمصادر التكميلية ) .-

- الحرف الأول [ م ] - الحرف الأخير [ ت ] - [ م ـ ـ ـ ـ ـ ت ] - عدد الحروف 7 -",معلومات,معلوماتى,كمعلومات
"-31 - ومثلا ، فبالإضافة إلى مناقشات موائد مستديرة إقليمية في أمريكا اللاتينية والبحر الكاريبي ، وآسيا والمحيط الهادئ ، جرت مناقشات موائد مستديرة وطنية بشأن ا ـ ـ ـ ـ ـ ـ ـ ك والإنتاج المستدامين على فترات منتظمة في البرازيل ( 2006 ) ، والصين ( 2006 و2008 و2009 ) ، والهند ( 2006 و2007 و2010 ) ، والمكسيك ( 2010 ) وجنوب أفريقيا ( 2008 ) بدعم من برنامج الأمم المتحدة للبيئة وعملية مراكش والمفوضية الأوروبية .-

- الحرف الأول [ ا ] - الحرف الأخير [ ك ] - [ ا ـ ـ ـ ـ ـ ـ ـ ك ] - عدد الحروف 9 -",الاستهلاك,الاستهلاكى,والاستهلاك
"-ويهدف البرنامج إلى تقديم رعاية صحية مجانية للأطفال دون سن السادسة ، وخفض إصابة الأطفال بالسل بنسبة ١٠ في المائة س ـ ـ ـ ا وخفض سنوي قدره ٢٠ في المائة في سوء التغذية ؛ والتثقيف الجنسي في المدارس ؛ وإنشاء مراكز وعيادات صحية للمجتمعات المحلية في جميع المناطق الريفية بحلول عام ١٩٩٩ ) ١٢٠ ( .-

- الحرف الأول [ س ] - الحرف الأخير [ ا ] - [ س ـ ـ ـ ا ] - عدد الحروف 5 -",سنويا,سنويآ,سنوي
"-وتدرك الحكومة التزامها بتنفيذ تدابير ش ـ ـ ـ ة لدعم الأسرة في مهامها الخاصة بالرعاية ، وتجعل من الممكن بالنسبة للمرأة أن تضطلع بوظائف قيادية من أجل بلوغ مجتمع أكثر عدلا ومبني على المساواة بين الجنسين .-

- الحرف الأول [ ش ] - الحرف الأخير [ ة ] - [ ش ـ ـ ـ ة ] - عدد الحروف 5 -",شاملة,وشاملة,شامل
"-إلا أن هذا ، بالإضافة إلى القيود التي فرضت على تدفق صادرات السلع والخدمات الفلسطينية ، قد أدى على المدى الطويل إلى تشويه س ـ ـ  العمل ، حيث تمثلت النتيجة النهائية في حدوث انخفاض في إنتاجية العمل المحلي .-

- الحرف الأول [ س ] - [ س ـ ـ  ] - عدد الحروف 3 -",سوق,السوق,وسوق
"-وعلاوة على ذلك ، تتولى دائرتان مركزيتان في المفوضية ا ـ ـ ـ ـ ـ ـ ـ ة مسؤولية تقديم التوجيه العام بشأن إدارة المخاطر وإدارة المخاطر المتداخلة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 9 -",الأوروبية,والأوروبية,الأوربية
"-إن لجنة حقوق الإنسان ، إذ تحيط علما بمقرر اللجنة ا ـ ـ ـ ـ ـ ة لتعزيز وحماية حقوق الإنسان 2001 / 117 المؤرخ 16 آب / أغسطس 2001 ، تقرر العودة إلى مدة الأربعة أسابيع للدورة السنوية للجنة ا ـ ـ ـ ـ ـ ة ، واضعة في اعتبارها جدول أعمال اللجنة ا ـ ـ ـ ـ ـ ة الهام والمعقد والمثقل ، ودورها ونوعية عملها كمجمع للفكر والبحث تابع للجنة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",الفرعية,والفرعية,الفرعيه
"-وعلى الرغم من اتسام الترتيبات الحالية بطبيعتها المبتكرة ، فإنها أقل بكثير مما هو مطلوب ل ـ ـ ـ ن حماية السكان المدنيين .-

- الحرف الأول [ ل ] - الحرف الأخير [ ن ] - [ ل ـ ـ ـ ن ] - عدد الحروف 5 -",لضمان,ولضمان,ضمان
