QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-29 - دون المساس بأحكام اتفاق السلام الشامل المتعلق بالحدود بين الشمال والجنوب وأي ا ـ ـ ـ ـ ـ ت دولية سارية بين حكومة جمهورية السودان والبلدان المجاورة ، تعود الحدود الشمالية لدارفور لما كانت عليه في 1 كانون الثاني / يناير 1956 .-

- الحرف الأول [ ا ] - الحرف الأخير [ ت ] - [ ا ـ ـ ـ ـ ـ ت ] - عدد الحروف 7 -",اتفاقات,الاتفاقات,واتفاقات
"-ويلقى اتباع نهج المجموعات في الاستجابة لحالات الطوارئ ، وهو جهد وافقت عليه اللجنة ا ـ ـ ـ ـ ـ ة المشتركة بين الوكالات لتحسين الاستجابة الفعالة ، مسؤولية أكبر على كاهل قادة المجموعات العالمية .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",الدائمة,والدائمة,الدائم
"-وتشير تقديرات الأمم المتحدة إلى أن هناك على ن ـ ـ ـ  العالم أكثر من 100 مليون شخص يفتقرون إلى المأوى وأكثر من مليار شخص يعيشون في مساكن غير ملائمة ( ) .-

- الحرف الأول [ ن ] - [ ن ـ ـ ـ  ] - عدد الحروف 4 -",نطاق,كنطاق,فنطاق
"-٤٦ - الرئيس : قال إنه علم مؤخرا أن اللجنة الاستشارية قررت ، في ضوء محتوى هذا التقرير ، أنه على الرغم من أنها كانت تفضل اعطاءها الوقت والفرصة لتقديم رأيها في التقرير إلى اللجنة الخامسة ، فإنها لا ترى وجود ضرورة مطلقة لذلك ، ولهذا ، إذا قررت اللجنة الخامسة أن تمضي قدما في المناقشة ، فإن اللجنة الاستشارية لن تقدم ت ـ ـ ـ ـ ا عن هذه الوثيقة .-

- الحرف الأول [ ت ] - الحرف الأخير [ ا ] - [ ت ـ ـ ـ ـ ا ] - عدد الحروف 6 -",تقريرا,تقريران,تقريرة
"-( ه ) الجرائم المحددة في المادتين 68 و 74 من قانون المحافظة على ا ـ ـ ـ ـ ـ ـ ـ ت الثقافية والطبيعية ،-

- الحرف الأول [ ا ] - الحرف الأخير [ ت ] - [ ا ـ ـ ـ ـ ـ ـ ـ ت ] - عدد الحروف 9 -",الممتلكات,والممتلكات,لممتلكات
"-وتفيد المعلومات الواردة بأن اللجنة تتابع التحقيقات التي يجريها المدعي العام للاتحاد الروسي في نحو 00 3 حالة من حالات انتهاك حقوق ا ـ ـ ـ ـ ـ ن .-

- الحرف الأول [ ا ] - الحرف الأخير [ ن ] - [ ا ـ ـ ـ ـ ـ ن ] - عدد الحروف 7 -",الإنسان,ألإنسان,الانسان
"-مسائل حقوق الإنسان ، بما في ذلك النهج ا ـ ـ ـ ـ ـ ة لتحسين التمتع الفعلي بحقوق الإنسان والحريات الأساسية [ 67 ( ب ) ]-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",البديلة,والبديلة,البديل
"-35 - وتميل ب ـ ـ ـ ن نامية كثيرة ، ولا سيما ب ـ ـ ـ ن أفريقيا النامية ، إلى نثر مواردها المالية والبشرية المحدودة عبر قطاعات التكنولوجيا الأحيائية ووكالات البحوث .-

- الحرف الأول [ ب ] - الحرف الأخير [ ن ] - [ ب ـ ـ ـ ن ] - عدد الحروف 5 -",بلدان,بلدانا,وبلدان
"-ومن المتوخى أن يكون 57 بلدا قد أنجز التقييم القطري المشترك بحلول عام 2001 ، وأن يكون عدد التقييمات القطرية ا ـ ـ ـ ـ ـ ـ ة التي هي قيد التنفيذ 55 تقييما .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 8 -",المشتركة,والمشتركة,مشتركة
"-ولا يمكن للأمم المتحدة والمجتمع الدولي أن يتحملا فشل هذا الجهد المبذول لمساعدة شعب شجاع مرسته المعارك ، على كسر قبضة القهر والذل الخانقة ، وعلى النهوض بحرية وكرامة في ظل العملية ا ـ ـ ـ ـ ـ ـ ـ ـ ـ ة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 11 -",الديمقراطية,لديمقراطية,فالديمقراطية
