QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-وتعقد هذه الاجتماعات ، قدر ا ـ ـ ـ ـ ـ ـ ع ، اقترانا بموعد انعقاد دورات مؤتمر الأطراف أو مؤتمر الأطراف / اجتماع الأطراف ، أو الهيئتين الفرعيتين لكل منهما .-

- الحرف الأول [ ا ] - الحرف الأخير [ ع ] - [ ا ـ ـ ـ ـ ـ ـ ع ] - عدد الحروف 8 -",المستطاع,مستطاع,بالمستطاع
"-وزعم ممثلو الشعوب الأصلية من بعض البلدان أن حكوماتهم تنفذ س ـ ـ ـ ـ ت ترمي إلى تجانس المجتمع الوطني ، بسبب اعتبارها الفوارق العرقية تحديا للوحدة الوطنية .-

- الحرف الأول [ س ] - الحرف الأخير [ ت ] - [ س ـ ـ ـ ـ ت ] - عدد الحروف 6 -",سياسات,كسياسات,وسياسات
"-ويتجه كثير من المشاكل الوطنية الذي يؤثر في أحوال قطرية محددة إلى أن يكون انتقاليا في طبيعته وآثاره ( ومثال لذلك مشاكل : التداول غير المشروع للأسلحة الصغيرة ، واللاجئون ، والتحالف بين عديد من الجماعات العسكرية المنشقة ومحاربين قدماء ، و ـ ـ ـ ـ ـ ـ ر بالمخدرات ، والأمراض المعدية ) .-

- الحرف الأول [ و ] - الحرف الأخير [ ر ] - [ و ـ ـ ـ ـ ـ ـ ر ] - عدد الحروف 8 -",والاتجار,الاتجار,بالاتجار
"-23 - وتشجع ا ـ ـ ـ ـ ة الدولة الطرف على مواصلة بذل جهودها لتقليل البطالة وتشجيع روح المبادرة في مجال الأعمال .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ة ] - عدد الحروف 6 -",اللجنة,فاللجنة,عضواللجنة
"-وتحقيقا لهذه الغاية ، سيقوم المكتب ، من خلال الموظفين المسؤولين عن تلقي المطالبات ، وهم موظفون معينون محليا ومدربون على يد موظفي مكتب سجل الأضرار ، بتقديم ا ـ ـ ـ ـ ـ ـ ة التقنية إلى المطالبين فيما يتصل بملء نماذج المطالبة لإدراجها في سجل الأضرار وجمعها وإرسالها ، مشفوعة بالوثائق الثبوتية ، إلى مكتب سجل الأضرار لتجهيزها واستعراضها وفقا للمعايير الموضوعية المحددة في القواعد والأنظمة الخاصة بسجل الأضرار .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 8 -",المساعدة,المساعدةمساعدة,والمساعدة
"-هل أعتبر أن المؤتمر قد قرر دعوة بنما وجمهورية مولدوفا وغانا ومدغشقر للاشتراك في عملنا وفقا ل ـ ـ ـ ـ م الداخلي .-

- الحرف الأول [ ل ] - الحرف الأخير [ م ] - [ ل ـ ـ ـ ـ م ] - عدد الحروف 6 -",للنظام,وللنظام,لالنظام
"-3 - تحيط علما بالفقرة 12 من تقرير اللجنة الاستشارية لشؤون الإدارة و ـ ـ ـ ـ ـ ـ ـ ـ ة ( 6 ) ؛-

- الحرف الأول [ و ] - الحرف الأخير [ ة ] - [ و ـ ـ ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 10 -",والميزانية,الميزانية,بالميزانية
"-وأنجزت اللجنة ، في دورتها الثالثة والثلاثين ، ع ـ ـ ـ ا بشأن هذه المسألة واتخذت قرارا أوصت فيه الجمعية العامة ، عن طريق المجلس الاقتصادي والاجتماعي ، باعتماد القواعد الموحدة .-

- الحرف الأول [ ع ] - الحرف الأخير [ ا ] - [ ع ـ ـ ـ ا ] - عدد الحروف 5 -",عملها,وعملها,أعملها
"-67 - وواصل قائلا إن ضمانات الوكالة الدولية للطاقة الذرية عنصر أساسي في نظام عدم الانتشار ا ـ ـ ـ ـ ي .-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ي ] - عدد الحروف 6 -",النووي,النووين,النوويه
"-( ب ) الاحتفاظ بقاعدة بيانات عالمية تحتوي على معلومات عن ط ـ ـ ـ ة ونطاق الاتجار بالأشخاص وعن أفضل الممارسات لمنعه ومكافحته ، بالتعاون مع معهد الأمم المتحدة الأقاليمي لأبحاث الجريمة والعدالة ؛-

- الحرف الأول [ ط ] - الحرف الأخير [ ة ] - [ ط ـ ـ ـ ة ] - عدد الحروف 5 -",طبيعة,وطبيعة,كطبيعة
"-83 - وكان اشتراك الأطفال في أنشطة الحملات الانتخابية والمظاهرات السياسية خلال الأسابيع المفضية إلى الانتخابات يجعلهم عرضة للأعمال الانتقامية ، وأسفر عن ت ـ ـ ـ  الأطفال لأذى بدني .-

- الحرف الأول [ ت ] - [ ت ـ ـ ـ  ] - عدد الحروف 4 -",تعرض,تعرضه,يتعرض
"-ذلك أن هناك دولا مستفيدة جديدة وأولويات قطاعية جديدة ، مثل البيئة ، ستخلق تنافسا أشد من ذي قبل على موارد المساعدة الانمائية الرسمية الشحيحة في السنوات القليلة ا ـ ـ ـ ـ ـ ة . . . . "" ) ٢٩ ( .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",المقبلة,والمقبلة,القادمة
"-ووفقا أيضا لبرنامج عمل اللجنة المتعدد السنوات للفترة 1998 - 2002 ، وطبقا لما أكدته اللجنة من جديد في مقررها 8 / 8 ، اجتمع فريق عامل مخصص فيما بين الدورتين في الفترة من 12 إلى 16 آذار / مارس 2001 ، ونظر في موضوع "" التعاون الدولي من أجل تهيئة ب ـ ـ ـ  مواتية "" مقترنا بموضوع "" توفير المعلومات لأغراض صنع القرار والمشاركة "" وذلك قبل أن تنظره اللجنة في دورتها التاسعة .-

- الحرف الأول [ ب ] - [ ب ـ ـ ـ  ] - عدد الحروف 4 -",بيئة,كبيئة,وبيئة
"-""والتزاما من الحكومة بتنفيذ أحكام المادة ( 6 / 7 ) من اتفاقية حظر الأسلحة الكيميائية , قدم الأردن إعلانا يتضمن نماذج معبأة حسب الأصول لخمسة منشآت أردنية تقع ضمن المرافق المنتجة للمواد الكيميائية غير المحظورة وغير المشمولة في ا ـ ـ ـ ـ ل الأول والثاني والثالث الواجب الإعلان عنها .""-

- الحرف الأول [ ا ] - الحرف الأخير [ ل ] - [ ا ـ ـ ـ ـ ل ] - عدد الحروف 6 -",الجدول,والجدول,بالجدول
"-"" ويؤكد مجلس الأمن من جديد دعمه ل ـ ـ ـ ـ ذ تدابير ضد المسؤولين عن تلك الأعمال على النحو المنصوص عليه في الفقرتين 9 و 11 من القرار 1572 ( 2004 ) ، ويشدد على أن لجنة الجزاءات المنشأة عملا بالفقرة 14 من القرار 1572 ( 2004 ) ستنظر في التقارير المتصلة بالأحداث المشار إليها أعلاه .-

- الحرف الأول [ ل ] - الحرف الأخير [ ذ ] - [ ل ـ ـ ـ ـ ذ ] - عدد الحروف 6 -",لتنفيذ,لتنفيذها,لتنفيذه
"-8 - بالإضافة إلى المهام المحددة المبينة أدناه ، تضطلع جميع الوحدات التنظيمية داخل مكتب سيادة القانون والمؤسسات الأمنية بالمسؤولة عن وضع و ـ ـ ـ ـ ذ استراتيجيات في مجالي المعلومات والاتصالات وتقديم التقارير ، كل في مجال اختصاصه ، إلى الهيئات التداولية وغيرها من الجهات الفاعلة .-

- الحرف الأول [ و ] - الحرف الأخير [ ذ ] - [ و ـ ـ ـ ـ ذ ] - عدد الحروف 6 -",وتنفيذ,تنفيذ,وتنفيذها
