QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-وبالتالي يزيل الإعلان أي شك في أن مبادئ سيادة الدول وسلامتها الإقليمية تعلو على مبدأ ت ـ ـ ـ ر المصير .-

- الحرف الأول [ ت ] - الحرف الأخير [ ر ] - [ ت ـ ـ ـ ر ] - عدد الحروف 5 -",تقرير,كتقرير,تقريرة
"-13 - وحسب ما جاء في المادة 13 ( 2 ) ( ب ) ، يجب "" تعميم التعليم الثانوي بمختلف أنواعه ، وجعله متاحا للجميع بكافة ا ـ ـ ـ ـ ـ ل المناسبة ولا سيما بالأخذ تدريجيا بمجانية التعليم "" .-

- الحرف الأول [ ا ] - الحرف الأخير [ ل ] - [ ا ـ ـ ـ ـ ـ ل ] - عدد الحروف 7 -",الوسائل,فالوسائل,والوسائل
"-خامسا - استنتاجات : إ ـ ـ ـ د خطة عمل لعقد الأمم المتحدة للتثقيف في مجال-

- الحرف الأول [ إ ] - الحرف الأخير [ د ] - [ إ ـ ـ ـ د ] - عدد الحروف 5 -",إعداد,كإعداد,وإعداد
"-54 - تكرر تأكيد قرارها أن تمول التكاليف المرتبطة بالمشروع الموافق عليها من الميزانية المعتمدة للمخطط العام لتجديد مباني ا ـ ـ ـ ر ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ر ] - [ ا ـ ـ ـ ر ] - عدد الحروف 5 -",المقر,والمقر,بالمقر
"-64 / 113 برنامج الأمم المتحدة للمساعدة في تدريس القانون الدولي ودراسته و ـ ـ ـ ه وزيادة تفهمه-

- الحرف الأول [ و ] - الحرف الأخير [ ه ] - [ و ـ ـ ـ ه ] - عدد الحروف 5 -",ونشره,ونشرهم,ونشرها
"-ونتيجة لذلك ، فإن تقديرات التكلفة الحالية تغطي تكلفة السفر بسعر منخفض قدره ٤٠٠ ٣ دولار ) ٤٠٠ ١ دولار أجرة السفر الجوي و ٠٠٠ ٢ دولار تكلفة ١٠٠ كيلوغرام من الأمتعة المصحوبة ( للشخص ا ـ ـ ـ ـ د للسفر باتجاه واحد استنادا الى خبرة بعثة مراقبي الأمم المتحدة في ليبريا .-

- الحرف الأول [ ا ] - الحرف الأخير [ د ] - [ ا ـ ـ ـ ـ د ] - عدد الحروف 6 -",الواحد,فالواحد,والواحد
"-وعلاوة على ذلك ، وافقت حكومة الولايات المتحدة من حيث المبدأ على توفير قوة تكتيكية لرد الفعل السريع من أجل دعم قائد قوة عملية الأمم المتحدة الثانية في الصومال . وبيﱠن أن عنصر الموظفين المدنيين الذي يضم كلا من الموظفين ا ـ ـ ـ ـ ـ ـ ن تعيينا دوليا والموظفين ا ـ ـ ـ ـ ـ ـ ن تعيينا محليا لن يتجاوز ٨٠٠ ٢ شخص .-

- الحرف الأول [ ا ] - الحرف الأخير [ ن ] - [ ا ـ ـ ـ ـ ـ ـ ن ] - عدد الحروف 8 -",المعينين,والمعينين,المعينون
"-35 - كما تلتمس صاحبة المطالبة الآنف ذكرها في الفقرة 33 أعلاه تعويضا عن تكاليف إضافية تكبدت في سبيل ت ـ ـ ـ ر مرافق هاتفية لرعاياها الذين عادوا من الكويت أو العراق ( "" العائدون "" ) .-

- الحرف الأول [ ت ] - الحرف الأخير [ ر ] - [ ت ـ ـ ـ ر ] - عدد الحروف 5 -",توفير,كتوفير,لتوفير
"-745 - تشجع اللجنة الدول الأطراف والمنظمات الحكومية الدولية والمنظمات غير الحكومية على إشراك المؤسسات الوطنية لحقوق الإنسان ، وكذلك الفئات المهنية و ـ ـ ـ ـ ـ ت العمال ، في رسم وتنفيذ استراتيجيات تتعلق بمنع العنف وحماية الأطفال منه ومعالجة الأطفال ضحايا العنف ، وإحاطة مثل هذه المجموعات علما بجميع هذه الاستراتيجيات .-

- الحرف الأول [ و ] - الحرف الأخير [ ت ] - [ و ـ ـ ـ ـ ـ ت ] - عدد الحروف 7 -",ونقابات,نقابات,النقابات
"-وفي عام 2008 ، وبمبادرة من خادم الحرمين الشريفين الملك عبد الله بن عبد العزيز عاهل المملكة العربية السعودية ، عقدت الجمعية العامة اجتماعا ر ـ ـ ـ  المستوى بشأن ثقافة السلام .-

- الحرف الأول [ ر ] - [ ر ـ ـ ـ  ] - عدد الحروف 4 -",رفيع,ورفيع,رفيعا
