QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-وأشار كذلك باقتضاب إلى العناصر الرئيسية لاتفاقية مسؤولية الالتزام والتعويض عن ا ـ ـ ـ ـ ـ ر المتعلقة بنقل المواد الخطرة والضارة بحرا واتفاقية المواد الخطرة والضارة ( 1996 ) ، والاتفاقية الدولية المعنية بالمسؤولية المدنية عن ا ـ ـ ـ ـ ـ ر الناجمة عن التلوث بزيت الوقود ( 2001 ) ، واللتين لم تدخل أي منهما حيز النفاذ بعد .-

- الحرف الأول [ ا ] - الحرف الأخير [ ر ] - [ ا ـ ـ ـ ـ ـ ر ] - عدد الحروف 7 -",الأضرار,والأضرار,بالأضرار
"-وعلى هذا فقد يتوقف الاشتراك على توافر م ـ ـ ـ د خارجة عن الميزانية أو مساهمات عينية .-

- الحرف الأول [ م ] - الحرف الأخير [ د ] - [ م ـ ـ ـ د ] - عدد الحروف 5 -",موارد,الموارد,مواردك
"-٢٣ - وطلبت اللجنة من الأمانة العامة أن ت ـ ـ ـ  قدما في إعداد التقرير الذي سيقدم الجمعية العامة في دورتها التاسعة والأربعين ، بالشكل المجمل في التقرير المؤقت ، مع مراعاة الآراء المعرب عنها خلال المناقشة .-

- الحرف الأول [ ت ] - [ ت ـ ـ ـ  ] - عدد الحروف 4 -",تمضي,ستمضي,وتمضي
"-وفي واقع الأمر ، كررت الجمعية العامة مرات عديدة ، كان آخرها في قرارها 64 / 71 ، أن من واجب الدول المرشحة بموجب الاتفاقية ، التي لديها خبراء أعضاء في اللجنة ، أن تتحمل مصروفات الخبراء الذين رشحتهم أثناء أدائهم لمهامهم في اللجنة ، وأهابت بتلك الدول أن تبذل أقصى ما في وسعها لكفالة أن يشارك هؤلاء الخبراء بصورة كاملة في أعمال اللجنة ، بما فيها اجتماعات اللجان الفرعية ، و ـ ـ ـ  للاتفاقية .-

- الحرف الأول [ و ] - [ و ـ ـ ـ  ] - عدد الحروف 4 -",وفقا,ووفقا,طبقا
"-مبلغ المطالبة الأساسي ( بدولارات ا ـ ـ ـ ـ ـ ـ ت المتحدة ) ( أ )-

- الحرف الأول [ ا ] - الحرف الأخير [ ت ] - [ ا ـ ـ ـ ـ ـ ـ ت ] - عدد الحروف 8 -",الولايات,المتحدة,المتحدةالولايات
"-113 - وترويجا للمعايير المتفق عليها والطرائق التحليلية المنسقة ، وزع اليوندسيب نسخا من دليل الطرائق الموصى بها لاختبار العقاقير ، المعجم المتعدد اللغات للمخدرات والمؤثرات العقلية الخاضعة للمراقبة الدولية ، ( 7 ) والاضافة الصادرة عليه ، وغير ذلك من المنشورات العلمية على ا ـ ـ ـ ـ ق العالمي .-

- الحرف الأول [ ا ] - الحرف الأخير [ ق ] - [ ا ـ ـ ـ ـ ق ] - عدد الحروف 6 -",النطاق,والنطاق,بالنطاق
"-كما أنه متاح في قرص مدمج ( سي دي ) وفي موقع مركز ج ـ ـ ـ  الدولي لإزالة الألغام للأغراض الإنسانية على الشبكة العالمية .-

- الحرف الأول [ ج ] - [ ج ـ ـ ـ  ] - عدد الحروف 4 -",جنيف,بجنيف,لجنيف
"-وأعرب المقرر ا ـ ـ ـ ص للسيد مازوويسكي عن رغبته في كفالة تنسيق مناسب للأعمال المنجزة أثناء النهوض بولاية كل منهما ، إما مباشرة أو عن طريق قسم الإجراءات الخاصة في مركز حقوق الانسان ، وعرض على السيد مازوويسكي كل ما يراه ضروريا من التعاون .-

- الحرف الأول [ ا ] - الحرف الأخير [ ص ] - [ ا ـ ـ ـ ص ] - عدد الحروف 5 -",الخاص,بالخاص,الخاصة
"-وإذا ثبت أن المنظمة إ ـ ـ ـ ـ ـ ة ، تصادر ممتلكاتها لمصلحة الدولة . و ( 2 ) إذا قررت المحكمة أن إحدى المنظمات المسجلة في الخارج منظمة إ ـ ـ ـ ـ ـ ة ، يحظر نشاطها في إقليم جمهورية مولدوفا ، ويصفى مكتبها أو فرعها أو تمثيلها ، وتصادر ممتلكاتها لمصلحة البلد .-

- الحرف الأول [ إ ] - الحرف الأخير [ ة ] - [ إ ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",إرهابية,كإرهابية,أرهابية
"-) ج ( تطبيق الطريقة على نطاق واسع عند ت ـ ـ ـ ذ المشاريع والبرامج وذلك عن طريق ت ـ ـ ـ ذ قرار المجلس الاقتصادي والاجتماعي ٩٢ / ٤١ بكل دقة ؛-

- الحرف الأول [ ت ] - الحرف الأخير [ ذ ] - [ ت ـ ـ ـ ذ ] - عدد الحروف 5 -",تنفيذ,كتنفيذ,فتنفيذ
