QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-وتتمثل إحدى غايات خطة العمل بالتالي في "" ض ـ ـ ـ ة وضع استراتيجيات لتقليل ما للبطالة وعدم المساواة في الثروة والإسكان والنقل والمشكلات المتعلقة بمعرفة القراءة والكتابة من آثار على الصحة "" ( 57 ) .-

- الحرف الأول [ ض ] - الحرف الأخير [ ة ] - [ ض ـ ـ ـ ة ] - عدد الحروف 5 -",ضرورة,كضرورة,وضرورة
"-4 - تكون الجلسات علنية ما لم تقرر الدائرة ا ـ ـ ـ ـ ـ ـ ـ ـ ة عقد الإجراءات في غرفة المذاكرة وفقا للقواعد الإجرائية وقواعد الإثبات .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 10 -",الابتدائية,والابتدائية,بالابتدائية
"-2 - تتخذ كل دولة طرف أيضا التدابير اللازمة لإقرار اختصاصها بالبت في جريمة اختفاء ق ـ ـ ـ  عندما يكون مرتكب الجريمة المفترض متواجدا في أي إقليم يخضع لولايتها القضائية ، ما لم تسلمه أو تحله إلى دولة أخرى وفقا لالتزاماتها الدولية ، أو ما لم تحله إلى محكمة جنائية دولية تعترف باختصاصها .-

- الحرف الأول [ ق ] - [ ق ـ ـ ـ  ] - عدد الحروف 4 -",قسري,قسرية,قسريا
"-ويستند هذا التقييم إلى الردود السبعة والستين التي تلقتها الأمانة من أعضاء الهيئات الفرعية وقد أجري من أجل تعزيز مساهمات الدول الأعضاء في مكافحة الاتجار غير المشروع بالمخدرات و ـ ـ ـ ـ ـ ـ م المتصلة به وغيرها من أشكال الجريمة المنظمة الخطيرة ، ومن أجل تحديد السبل والوسائل الكفيلة بأن تلبي الاجتماعات احتياجات البلدان المشاركة وتوقعاتها .-

- الحرف الأول [ و ] - الحرف الأخير [ م ] - [ و ـ ـ ـ ـ ـ ـ م ] - عدد الحروف 8 -",والجرائم,الجرائم,بالجرائم
"-واقترحت اليونان في مراسلة واردة قبل الاجتماع ا ـ ـ ـ ـ ر للجنة على الأمانة تغيير رقم 1503 أطنان بدالة استنفاد الأوزون إلى 1641 طنا محسوبة بدالة استنفاد الأوزون على الرغم من أن هذا الطرف لم يؤكد دقة هذا التفسير .-

- الحرف الأول [ ا ] - الحرف الأخير [ ر ] - [ ا ـ ـ ـ ـ ر ] - عدد الحروف 6 -",الأخير,لأخير,والأخير
"-وأجريت دراسة عن تحلل السلفونات المشبعة ب ـ ـ ـ ـ ـ ر أوكتين بالضوء في المياه بعد بروتوكول 835 . 2210 التابع لمكتب الوقاية والمبيدات والمواد السامة في وكالة حماية البيئة في الولايات المتحدة ، ولم تتم ملاحظة دليل على تحلل بالضوء مباشر أو غير مباشرة تحت أي من الظروف المختبرة .-

- الحرف الأول [ ب ] - الحرف الأخير [ ر ] - [ ب ـ ـ ـ ـ ـ ر ] - عدد الحروف 7 -",بالفلور,بالفلوريد,بالفلورايد
"-517 - 2 حث الدول على الالتزام الكامل بأحكام القانون الدولي الإنساني ، وبخاصة تلك الواردة في اتفاقيات جنيف ، من أجل حماية ومساعدة المدنيين في الأراضي المحتلة . وكذلك حث المجتمع الدولي والمنظمات ذات الصلة في ن ـ ـ ـ  الأمم المتحدة على زيادة المساعدة الإنسانية المقدمة للمدنيين في ظل الاحتلال الأجنبي ؛ و-

- الحرف الأول [ ن ] - [ ن ـ ـ ـ  ] - عدد الحروف 4 -",نطاق,كنطاق,فنطاق
"-٤٦ - يعد القطاع الخاص عنصرا ر ـ ـ ـ ـ ا من عناصر المجتمع المدني ، ففي فترة ما بعد الحرب الباردة كان هناك تركيز مجدد على دور القطاع الخاص بوصفه أداة لتعبئة رأس المال والتكنولوجيا والدراية الفنية من أجل التنمية القائمة على الاعتماد على الذات .-

- الحرف الأول [ ر ] - الحرف الأخير [ ا ] - [ ر ـ ـ ـ ـ ا ] - عدد الحروف 6 -",رئيسيا,هاما,أساسيا
"-ونحتاج في المستقبل أيضا إلى العمل معا على الصعيد الدولي لتحسين القدرات في مجال ت ـ ـ ـ د الحسابات وتتبع المعاملات ؛ وتبادل المعلومات بشأن المعاملات المتصلة بالانتشار ؛ وإقفال الحسابات ورفض المعاملات ؛ وتجميد الحسابات والمعاملات والأصول الأخرى .-

- الحرف الأول [ ت ] - الحرف الأخير [ د ] - [ ت ـ ـ ـ د ] - عدد الحروف 5 -",تحديد,فتحديد,وتحديد
"-ومضى قائلا إن المناقشات الواردة في تقرير اجتماع الخبراء وصفت بدقة المعضلة التي تواجهها هذه البلدان على مستوى السياسة العامة والمتمثلة في التضارب بين أهداف إصلاح السياسة الزراعية وآثاره الفعلية في ا ـ ـ ـ ل القصير .-

- الحرف الأول [ ا ] - الحرف الأخير [ ل ] - [ ا ـ ـ ـ ل ] - عدد الحروف 5 -",الأجل,الأجلح,الأجلة
