QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-15 - أشارت الوفود إلى أن اتفاقية الأمم المتحدة لقانون البحارتوفر الإطار القانوني لجميع الأنشطة في المحيطات و ـ ـ ـ ـ ـ ر ، بما في ذلك ما يتعلق منها بالموارد الجينية البحرية في المناطق الواقعة خارج نطاق الولاية الوطنية .-

- الحرف الأول [ و ] - الحرف الأخير [ ر ] - [ و ـ ـ ـ ـ ـ ر ] - عدد الحروف 7 -",والبحار,بالبحار,البحار
"-وأشار الممثل أيضا إلى أنه حتى ١٢ كانون الأول / ديسمبر ١٩٩٢ لم تكن هناك قضايا لسجناء سياسيين ، على أن أربعا من هذه القضايا نظرت مؤخرا أمام المحاكم ، وهي قضايا ستوفر معلومات بشأنها في ا ـ ـ ـ ـ ـ ر التالي .-

- الحرف الأول [ ا ] - الحرف الأخير [ ر ] - [ ا ـ ـ ـ ـ ـ ر ] - عدد الحروف 7 -",التقرير,والتقرير,التقريري
"-من خلال ت ـ ـ ـ م المساعدة التقنية إلى محكمة الأحداث في بورت - أو - برنس وكاب - هايسيان وإلى القضاة المتخصصين في عدالة الأحداث من أجل بناء القدرات في مختلف محاكم البلد-

- الحرف الأول [ ت ] - الحرف الأخير [ م ] - [ ت ـ ـ ـ م ] - عدد الحروف 5 -",تقديم,كتقديم,تقديمك
"-المادة 128 - يعاقب بالسجن لمدة ت ـ ـ ـ ـ ح بين 20 و 30 سنة كل شخص يقوم ، بالتعاون مع بلد أجنبي أو دولة أجنبية ، أو بالتعاون مع مجموعات أو رابطات معادية أو إرهابية أو شبه عسكرية أو متمردة أو تخريبية ، أو متآمرة على النيل من سلامة أراضي فنزويلا أو النيل من مؤسساتها الوطنية ، أو يرتكب فعلا عدائيا ضدها باستخدام أية وسيلة كانت لتحقيق هذه الأغراض .-

- الحرف الأول [ ت ] - الحرف الأخير [ ح ] - [ ت ـ ـ ـ ـ ح ] - عدد الحروف 6 -",تتراوح,فتتراوح,وتتراوح
"-وقد ينظر ا ـ ـ ـ ف المضيف في الموافقة على الطلبات "" من حيث المبدأ "" إلى أن يتم تجميع جميع طلبات المفتشين .-

- الحرف الأول [ ا ] - الحرف الأخير [ ف ] - [ ا ـ ـ ـ ف ] - عدد الحروف 5 -",الطرف,والطرف,بالطرف
"-"" ١٢ - ترى أنه ينبغي إيلاء الاهتمام على قدم المساواة لجميع أجزاء برنامج العمل للعقد الثالث لمكافحة العنصري والتمييز العنصري وذلك من أجل بلوغ أهداف ا ـ ـ ـ د الثالث ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ د ] - [ ا ـ ـ ـ د ] - عدد الحروف 5 -",العقد,والعقد,فالعقد
"-وهو يرحب أيضا بالمبادئ التوجيهية المنسقة دوليا بشأن استيراد وتصدير المصادر ا ـ ـ ـ ـ ة ، وقد لاحظ بارتياح اعتماد مدونة قواعد السلوك بشأن سلامة مفاعلات البحث .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ة ] - عدد الحروف 6 -",المشعة,والمشعة,المشع
"-في الممارسات الإسرائيلية التي تمس حقوق الإنسان للشعب الفلسطيني وغيره من ا ـ ـ ـ ـ ن العرب في الأراضي المحتلة "" ، و "" التنمية والتعاون الاقتصادي الدولي "" ، و "" تقرير اللجنة الخاصة المعنية بميثاق الأم المتحدة وبتعزيز دور المنظمة "" ، ومن وثائق مجلس الأمن .-

- الحرف الأول [ ا ] - الحرف الأخير [ ن ] - [ ا ـ ـ ـ ـ ن ] - عدد الحروف 6 -",السكان,عددالسكان,سكان
"-خرقت الأجواء اللبنانية طائرة استطلاع للعدو الإسرائيلي من فوق علما الشعب وحلقت فوق مناطق ا ـ ـ ـ ـ ب والبقاع ثم غادرت الساعة 50 / 20 من فوق الناقورة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ب ] - [ ا ـ ـ ـ ـ ب ] - عدد الحروف 6 -",الجنوب,الشمال,والجنوب
"-ورأوا أن هناك حاجة إلى الاضطلاع بعملية تنسيق بين مختلف الجهات المانحة ومؤسسات منظومة الأمم المتحدة ووكالاتها وبين السلطة ا ـ ـ ـ ـ ـ ـ ة الفلسطينية .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 8 -",المركزية,والمركزية,بالمركزية
