QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-ولا يعرف عدد الأشخاص الذين تم طردهم من مساكنهم خلال السنوات الخمس ا ـ ـ ـ ـ ـ ة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",الماضية,السنوات,الماضي
"-واستخدم عدد من الأطراف نماذج وطنية لتقييم الآثار على موارد ا ـ ـ ـ ـ ه .-

- الحرف الأول [ ا ] - الحرف الأخير [ ه ] - [ ا ـ ـ ـ ـ ه ] - عدد الحروف 6 -",المياه,مياه,المياة
"-هاء - معالجة المعلومات المتعلقة بحذف مواد كيميائية من المرفق الثالث وإحالتها إلى لجنة استعراض ا ـ ـ ـ ـ د الكيميائية ( المادة 9 )-

- الحرف الأول [ ا ] - الحرف الأخير [ د ] - [ ا ـ ـ ـ ـ د ] - عدد الحروف 6 -",المواد,والمواد,كالمواد
"-وقد أصدرت قيادة القوات الموحدة - أفغانستان توجيهات لإعادة تنشيط الخطط الرامية إلى إنشاء م ـ ـ ـ  تنسيق إقليمي في كل مقاطعة .-

- الحرف الأول [ م ] - [ م ـ ـ ـ  ] - عدد الحروف 4 -",مركز,ومركز,مركزآ
"-10 - ومضى قائلا إن هذه التطورات ا ـ ـ ـ ـ ـ ـ ـ ة أطلقت الجدال بشأن معاهدة لتخفيض الأسلحة في المستقبل ، وهي ينبغي أن تضع قيودا جديدة ليس على الأسلحة الاستراتيجية فحسب بل على أنواع أخرى من الأسلحة النووية ، وخصوصا تلك المصممة كأسلحة تعبوية أو شبه استراتيجية .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 9 -",الإيجابية,والإيجابية,لإيجابية
"-&apos; 2` زيادة عدد المنظمات الدولية التي تحرز تقدما واضحا نحو تحقيق نتائج بيئية قابلة للقياس بعد تطبيق المشورة السياساتية لبرنامج الأمم المتحدة للبيئة في م ـ ـ ـ  البيئة-

- الحرف الأول [ م ] - [ م ـ ـ ـ  ] - عدد الحروف 4 -",مجال,بمجال,فمجال
"-( ب ) تحديد التوصيات المتعلقة بالسياسة العامة بغية تعزيز تيسير التجارة وتشجيع كفاءة النقل وتطوير النقل المتعدد ا ـ ـ ـ ـ ـ ط والخدمات اللوجستية في البلدان النامية ، مع المراعاة اللازمة لآخر التطورات المتعلقة بتيسير التجارة في سياق برنامج عمل الدوحة الإنمائي ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ط ] - [ ا ـ ـ ـ ـ ـ ط ] - عدد الحروف 7 -",الوسائط,والوسائط,بالوسائط
"-ويلزم إحداث ت ـ ـ ـ  في المواقف الاجتماعية ، ولا بد من تخصيص الموارد لاعتماد استراتيجيات ومبادرات أخرى لمكافحة الوصم تعزيزا لحقوق الإنسان وحماية لها .-

- الحرف الأول [ ت ] - [ ت ـ ـ ـ  ] - عدد الحروف 4 -",تحول,تحوله,وتحول
"-69 - وأشار عدد من المنظمات إلى إ ـ ـ ـ ـ ـ ة استخدام السياحة الإيكولوجية كوسيلة لتحقيق التنمية المستدامة .-

- الحرف الأول [ إ ] - الحرف الأخير [ ة ] - [ إ ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",إمكانية,فإمكانية,كإمكانية
"-( ح ) الاتفاق على اختصاصات للعمل ب ـ ـ ـ  الطرائق من أجل تقييم احتياجات الأطراف التي هي بلدان نامية أو بلدان تمر اقتصاداتها بمرحلة انتقال لتنفيذ أحكام الاتفاقية للفترة 2006 - 2010 ؛-

- الحرف الأول [ ب ] - [ ب ـ ـ ـ  ] - عدد الحروف 4 -",بشأن,وبشأن,بشأنه
"-١ - يؤكد على أن لجنة التنسيق الإدارية بوصفها هيئة التنسيق الرئيسية المعنية بالتنمية المستدامة والبيئة في منظومة الأمم المتحدة يمكنها أن ت ـ ـ ـ  دورا مهما في مساعدة مجلس الإدارة على النهوض بالتعاون والتنسيق في مجال البيئة على مستوى المنظومة آخذة المنظور البيئي بعين الاعتبار ؛-

- الحرف الأول [ ت ] - [ ت ـ ـ ـ  ] - عدد الحروف 4 -",تلعب,وتلعب,فتلعب
"-وتشجع ا ـ ـ ـ ـ ة الدولة الطرف على اتخاذ التدابير الفعالة لترجمة الاتفاقية إلى اللغات المحلية .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ة ] - عدد الحروف 6 -",اللجنة,فاللجنة,عضواللجنة
"-فنطاق الشبكة والفرص ا ـ ـ ـ ـ ـ ة لتوفير خدمات نقل الركاب بالحافلات وبالقطار مرهونة ، في جملة أمور ، بالإمكانيات المالية المتوافرة للدولة وللبلديات .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",المتاحة,والمتاحة,المتاح
"-٢ - تطلب إلى الأمين العام كفالة أن يتيسر للمعوقين الاطلاع على الوثائق التحضيرية ووثائق المؤتمر ، وأن تلبى التسهيلات المتوافرة أثناء المؤتمر العالمي الرابع المعني ب ـ ـ ـ ـ ـ ة : العمل من أجل المساواة والتنمية والسلم احتياجات المعوقين ؛-

- الحرف الأول [ ب ] - الحرف الأخير [ ة ] - [ ب ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",بالمرأة,كالمرأة,والمرأة
"-11 - التأكيد على الحق السيادي للدول في الانسحاب من المعاهدة طبقا للمادة العاشرة ورفض أي محاولة لتعديل أو لإعادة تفسير أحكام ا ـ ـ ـ ـ ة العاشرة أو تقييدها بإجراءات جديدة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ة ] - عدد الحروف 6 -",المادة,والمادة,فالمادة
"-فقد تحسنت إمكانية مقارنة البيانات المالية ونوعية المعلومات المالية التي تسهل عمليات التحليل و ـ ـ ـ  القرار لشتى المستخدمين .-

- الحرف الأول [ و ] - [ و ـ ـ ـ  ] - عدد الحروف 4 -",وصنع,وصنعه,وصنعها
