QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-محاضرات عن مبادئ القانون ا ـ ـ ـ ـ ي المتصلة بالنظام الاقتصادي ا ـ ـ ـ ـ ي الجديد ، قسم القانون ، جامعة بيجينغ ، ١٩٨٨ .-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ي ] - عدد الحروف 6 -",الدولي,كمالدولي,الدوليب
"-يقدم الدعم الى نائب الممثل الخاص للأمين العام وإلى قائد القوة لمواصلة المساعي الحميدة للأمين العام ومسؤولياته عن ح ـ ـ  السلم ؛ ويوصي بالسياسات والإجراءات ذات الطابع السياسي في هذا الصدد ؛ ويضطلع ببحث وتقييم التطورات السياسية المتعلقة بمشكلة قبرص .-

- الحرف الأول [ ح ] - [ ح ـ ـ  ] - عدد الحروف 3 -",حفظ,إحفظ,وحفظ
"-ونحن نثق في أن مؤتمر الأمن والتعاون في أوروبا مؤسسة تلعب دورا فريدا في تعزيز الأمن والاستقرار في القارة الأوروبية وفي البلدان الآسيوية في كمنولث الدول المستقلة ، وفي م ـ ـ  الصراعات العرقية وغيرها من الصراعات الأخرى وتسويتها .-

- الحرف الأول [ م ] - [ م ـ ـ  ] - عدد الحروف 3 -",منع,امنع,ومنع
"-"" 26 - تعيد تأكيد مطالباتها لجميع الحكومات و ـ ـ ـ ـ ت الأمم المتحدة والوكالات المتخصصة والمنظمات الحكومية الدولية والمنظمات الإقليمية والمنظمات غير الحكومية المهتمة بالأمر للمساهمة على الوجه الأوفى في التنفيذ الفعال لبرنامج العمل ؛-

- الحرف الأول [ و ] - الحرف الأخير [ ت ] - [ و ـ ـ ـ ـ ت ] - عدد الحروف 6 -",وهيئات,بهيئات,وهيئاته
"-وفي إطار تنفيذ إعلان نيروبي للإدارة السليمة بيئيا للنفايات الكهربائية والإلكترونية ( النشاط 25 ) في أفريقيا ، تعمل الأمانة على تنفيذ برنامج لتدريب المدربين على الإنفاذ بهدف زيادة ا ـ ـ ـ ـ ـ ة بشأن النفايات الكهربائية والإلكترونية في صفوف سلطات الإنفاذ والسلطات المختصة باتفاقية بازل في بنن ومصر وغانا ونيجيريا وتونس .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",التوعية,التوعي,والتوعية
"-ومن بين العقبات الأخرى ، تباين المؤشرات المرجعية بين البلدان وحتى بين المؤسسات داخل البلد نفسه وتداخل الولايات المنوطة بالمؤسسات ذات الاختصاص في مقارنة المعلومات الطبيعية والمناخية والبيئية وتقسيم الوكالات التي تملك المعلومات إلى كيانات مستقلة وتشتت أماكن وجود البيانات وطائفة من المسائل الأخرى التي تعيق إنماء القدرات على الرصد و ـ ـ ـ ـ ـ ـ م .-

- الحرف الأول [ و ] - الحرف الأخير [ م ] - [ و ـ ـ ـ ـ ـ ـ م ] - عدد الحروف 8 -",والتقييم,التقييم,والتقييس
"-٨ - وبالاضافة الى ذلك ، فان المفتشين عاقدون العزم على مواصلة البحث عن تدابير أخرى من شأنها أن تساعد على ت ـ ـ ـ ز فعالية الوحدة ومصداقيتها .-

- الحرف الأول [ ت ] - الحرف الأخير [ ز ] - [ ت ـ ـ ـ ز ] - عدد الحروف 5 -",تعزيز,وتعزيز,لتعزيز
"-ففيما يتعلق بالفقرة 7 من قرار مجلس الأمن 1929 ( 2010 ) ، أبلغت جميع الأطراف الاقتصادية الفاعلة ذات الصلة في بلجيكا بأحكام تلك الفقرة التي تحظر الاستثمارات الإيرانية في ميدان استخراج اليورانيوم وتخصيب اليورانيوم وإنتاج الماء الثقيل و ـ ـ ـ ـ ـ ـ ـ ـ ـ ـ ا النووية وتكنولوجيا القذائف التسيارية .-

- الحرف الأول [ و ] - الحرف الأخير [ ا ] - [ و ـ ـ ـ ـ ـ ـ ـ ـ ـ ـ ا ] - عدد الحروف 12 -",والتكنولوجيا,فالتكنولوجيا,والتكنولوجيه
"-3 - تكفل الدول الأطراف أن يعامل النظام القضائي الجنائي للأطفال الذين هم ضحايا الجرائم الوارد ذ ـ ـ ـ ا في هذا البروتوكول المصلحة الفضلى للطفل بوصفها الاعتبار الرئيسي .-

- الحرف الأول [ ذ ] - الحرف الأخير [ ا ] - [ ذ ـ ـ ـ ا ] - عدد الحروف 5 -",ذكرها,وذكرها,بذكرها
"-أكون ممتنا لو تفضلتم بتعميم نص هذه الرسالة ومرفقيها بوصفها وثيقة من و ـ ـ ـ ق الدورة السابعة والأربعين للجمعية العامة ، في إطار البند ١٤٣ من جدول الأعمال ، ومن و ـ ـ ـ ق مجلس الأمن .-

- الحرف الأول [ و ] - الحرف الأخير [ ق ] - [ و ـ ـ ـ ق ] - عدد الحروف 5 -",وثائق,كوثائق,ووثائق
